id,vote_event_id,option,value
10e68380-ff74-4f81-bd71-7b24e9fb6a28,ocd-vote/54681422-fba5-46d3-963f-c71faaa6d832,no,0
3ced8b20-1fa0-4d53-88d5-ca9bbf64b850,ocd-vote/54681422-fba5-46d3-963f-c71faaa6d832,yes,158
48305bdb-a459-4b5a-bd30-38f34460af26,ocd-vote/3206d2be-bb4b-4fb7-95b6-e3f249649748,no,130
bbffb66f-2ed1-47fe-8963-9b56e0d02fd8,ocd-vote/3206d2be-bb4b-4fb7-95b6-e3f249649748,yes,26
b0f96d27-b3b8-4b73-bf94-24a281be53c9,ocd-vote/c0ffbd96-5a9f-42d4-8e9e-700a68c145bf,no,129
26694401-2aa3-4919-bab5-e9fa7cd978f2,ocd-vote/c0ffbd96-5a9f-42d4-8e9e-700a68c145bf,yes,30
5febba94-53c2-4f94-bd78-833e37e6f868,ocd-vote/77972a59-e206-4cc6-af78-35f02429db6a,no,0
8bbc1f19-3ddf-4036-bd3f-416f89f7c689,ocd-vote/77972a59-e206-4cc6-af78-35f02429db6a,yes,152
2812a11b-914b-4afd-9c9a-809c61beb7c8,ocd-vote/35f74f08-84ac-493c-8dca-6a62a14c8370,no,1
a867ebd5-2a1b-4704-86e9-d2e8fce6589e,ocd-vote/35f74f08-84ac-493c-8dca-6a62a14c8370,yes,143
12f793e9-772c-41e7-a741-620e30edb321,ocd-vote/c3f0ec49-accd-432a-b5cb-83f415153e41,no,24
c5c70e7b-b02f-4567-8693-9fe6fd3f17b4,ocd-vote/c3f0ec49-accd-432a-b5cb-83f415153e41,yes,132
ee473ce9-4276-4060-8c10-458fee393a45,ocd-vote/021fa817-2299-4e0e-b470-c6e2e4d3703e,no,6
40b66dce-31e9-4b9a-8956-9ae779fa562d,ocd-vote/021fa817-2299-4e0e-b470-c6e2e4d3703e,yes,139
eebefc17-ed0c-4731-8590-b8b3f690b999,ocd-vote/06f8888d-8218-4069-ac28-f70092b344e7,no,1
9d3d876b-0a44-4fcf-835c-8608b74456fd,ocd-vote/06f8888d-8218-4069-ac28-f70092b344e7,yes,144
cf1df5b3-c745-4806-b7f5-fa2d20ffac9d,ocd-vote/2991e221-346c-4559-9658-45af9b501844,no,5
f8be7bee-415a-4708-b6a4-4890eac3e6b7,ocd-vote/2991e221-346c-4559-9658-45af9b501844,yes,148
3f9c7550-b4ff-4fd9-add7-759daf7c814f,ocd-vote/8f3d3961-d3a9-4914-8e02-c540674a7b4f,no,4
5de6748c-498e-4783-bc75-c1435184733e,ocd-vote/8f3d3961-d3a9-4914-8e02-c540674a7b4f,yes,149
60e1600e-a46b-4c0e-a9c4-1fc7577fe806,ocd-vote/db961bf8-0081-42b2-afe6-0d635b666d34,no,131
3c29521e-bd42-4724-a678-dbb8b68a3ced,ocd-vote/db961bf8-0081-42b2-afe6-0d635b666d34,yes,25
500e909e-2f75-4ab9-a2ec-e76ac2c238cc,ocd-vote/8ea635c6-9400-4a03-a22f-41391e32cc18,no,0
2ddd99c2-34ca-4743-afa5-381245425a5d,ocd-vote/8ea635c6-9400-4a03-a22f-41391e32cc18,yes,152
13baa4c7-3452-41ae-ba5a-df00b8e31b06,ocd-vote/55483f11-0437-407b-9c6c-6460232f5973,no,9
e85d9cc9-4783-49c4-bc11-9242c3f7f95c,ocd-vote/55483f11-0437-407b-9c6c-6460232f5973,yes,149
8a9b035e-396f-402a-88d0-68fe1600ab32,ocd-vote/6b506467-45dd-4498-b960-b2f6e9260d0e,no,128
f9a0d042-f885-4377-a748-3aabe318c4a7,ocd-vote/6b506467-45dd-4498-b960-b2f6e9260d0e,yes,23
3f850508-e6d2-4393-9da5-2233ea2e26d6,ocd-vote/8d6c52ca-dd88-4986-a228-2558ac2f58c8,no,0
47432c50-f050-4ac2-a59f-fb0553cb0c81,ocd-vote/8d6c52ca-dd88-4986-a228-2558ac2f58c8,yes,151
336d6586-eec4-4fcf-ab9d-a05dadd6a219,ocd-vote/dfe22731-d22f-4a52-b178-8b1b22d9e46c,no,132
805a3029-94e4-4f01-8473-9bcbae728f85,ocd-vote/dfe22731-d22f-4a52-b178-8b1b22d9e46c,yes,25
b9f3cab8-6f92-49f6-9235-23045fe46425,ocd-vote/55546bc5-c566-463b-a831-f3b0c9cdb9ea,no,128
9471f76b-3f03-4634-9111-4cb50e46e735,ocd-vote/55546bc5-c566-463b-a831-f3b0c9cdb9ea,yes,23
41779278-8e24-4559-abbd-8664f5e14337,ocd-vote/d7702dce-2ea5-4cbf-9c44-8e15b3c29d2c,no,16
bc6acc87-0229-4fa2-b330-57b3fa030b0c,ocd-vote/d7702dce-2ea5-4cbf-9c44-8e15b3c29d2c,yes,139
25fa1dab-a468-435d-8190-21a6c57a9c98,ocd-vote/85493fee-dc20-4ea2-b5ed-4a7087b4e492,no,128
cec84e5a-9481-433c-91e9-40be0371ed5b,ocd-vote/85493fee-dc20-4ea2-b5ed-4a7087b4e492,yes,26
02aecbd2-5b70-49ce-949c-d08718c7dfd2,ocd-vote/9429699a-fd7d-422f-a101-b331cdd67c20,no,130
f5702cd7-f89c-4389-83f6-0b1b81518ca1,ocd-vote/9429699a-fd7d-422f-a101-b331cdd67c20,yes,25
87278bd4-407c-4a1e-afb9-f71914c24d98,ocd-vote/b68d3b40-790c-4e50-896a-5553fd1fbaeb,no,128
c5c82117-5e98-4a56-8558-429e78880b45,ocd-vote/b68d3b40-790c-4e50-896a-5553fd1fbaeb,yes,26
7b6ba1b8-a43c-4802-9c6c-9306f91b65ee,ocd-vote/8ae7faa3-61af-48c7-a148-02ad3edebf10,no,27
37bbfb71-0ac6-4189-ab9a-d298a5197fec,ocd-vote/8ae7faa3-61af-48c7-a148-02ad3edebf10,yes,128
f4dbdb09-b155-4657-8e70-3a5bc13085bf,ocd-vote/601a03e9-27fb-4eaa-8d72-7bd947ff6d61,no,130
83c52dca-16cc-4889-970f-3e13954801cd,ocd-vote/601a03e9-27fb-4eaa-8d72-7bd947ff6d61,yes,25
10e684eb-4a57-4420-92a3-f15e5e8e802f,ocd-vote/36896193-27cd-4ec4-8449-b74a9556ab1d,no,129
fb23820c-d7c9-4261-87e0-aee92d45ef2c,ocd-vote/36896193-27cd-4ec4-8449-b74a9556ab1d,yes,26
bf00a3ef-b63f-4b1d-b871-d8a99a1a4fdb,ocd-vote/89c2fac8-08b5-4e87-afb5-7c7973ffe34e,no,130
a453c1ee-f944-4cf5-a41b-4b73e3965da6,ocd-vote/89c2fac8-08b5-4e87-afb5-7c7973ffe34e,yes,25
bf5115c7-b260-4cb4-9689-5014f9b738a3,ocd-vote/d1206143-27d9-4d51-b704-28eba1c9b41b,no,138
0e8cd55b-fe31-4f5d-850a-8d2b0b6931d0,ocd-vote/d1206143-27d9-4d51-b704-28eba1c9b41b,yes,17
5e5bd2cc-9853-49dc-b1f5-787d7064950a,ocd-vote/cd6aad54-4db7-4917-92f0-ae8a84d4ad78,no,130
8c6821d9-c4ad-4048-b9f8-455166171c70,ocd-vote/cd6aad54-4db7-4917-92f0-ae8a84d4ad78,yes,25
d25c5d0c-d6d2-42df-b0e6-1a50c1cfe173,ocd-vote/3376729f-0c86-412c-8430-f3c0cf97789f,no,128
6a1a0a97-80d5-417a-8a8e-a23415d3d9f3,ocd-vote/3376729f-0c86-412c-8430-f3c0cf97789f,yes,26
6671c7b2-1063-4824-a1c5-2827977f9d32,ocd-vote/2629f2a1-84ae-40d8-aa55-9e02fafbea9a,no,130
8a8746e7-3363-40f2-8c18-6f0600371d22,ocd-vote/2629f2a1-84ae-40d8-aa55-9e02fafbea9a,yes,25
64603347-2cfa-47a1-ad77-e39b70105ed3,ocd-vote/ef41dce3-b5c8-4f61-a252-3911de6464a0,no,26
8b70b597-5ac1-411e-b710-56dca590597f,ocd-vote/ef41dce3-b5c8-4f61-a252-3911de6464a0,yes,129
8a4439d9-af1e-431f-817e-7c499795ae9a,ocd-vote/743846c8-72fe-4f10-9d14-14f57367a83b,no,27
00ac1aa4-b5fb-49be-9c10-0647b2ff5106,ocd-vote/743846c8-72fe-4f10-9d14-14f57367a83b,yes,128
b4dc06bc-9a28-4dcd-acc9-4a86394b4787,ocd-vote/d90749a7-9415-41e7-9d3f-bbb08feb8e0f,no,130
65f90666-ae9d-495c-8ef6-1c2dd87880fd,ocd-vote/d90749a7-9415-41e7-9d3f-bbb08feb8e0f,yes,25
2df70440-2da8-4c82-8aa0-b6726f2a3dd1,ocd-vote/b184e5de-3fad-4270-a99e-de1a60f46e46,no,130
f97e9960-da63-4b37-8540-9bef88adc0c2,ocd-vote/b184e5de-3fad-4270-a99e-de1a60f46e46,yes,25
