id,identifier,motion_text,motion_classification,start_date,result,organization_id,bill_id,bill_action_id,jurisdiction,session_identifier
ocd-vote/89c2fac8-08b5-4e87-afb5-7c7973ffe34e,,H. 5151 On adoption of amendment #7,['passage'],2026-02-27T02:24:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/36896193-27cd-4ec4-8449-b74a9556ab1d,,H. 5151 On adoption of amendment #78,['passage'],2026-02-27T02:39:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/601a03e9-27fb-4eaa-8d72-7bd947ff6d61,,H. 5151 On adoption of amendment #46,['passage'],2026-02-27T02:47:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/2629f2a1-84ae-40d8-aa55-9e02fafbea9a,,H. 5151 On adoption of amendment #101,['passage'],2026-02-27T02:55:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/d90749a7-9415-41e7-9d3f-bbb08feb8e0f,,H. 5151 On adoption of amendment #109,['passage'],2026-02-27T03:03:00+00:00,fail,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/ef41dce3-b5c8-4f61-a252-3911de6464a0,,H. 5151 On adoption of Consolidated Amendment C,['passage'],2026-02-27T03:07:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/743846c8-72fe-4f10-9d14-14f57367a83b,,H. 5151 as amended On passing to be engrossed,['passage'],2026-02-27T03:12:00+00:00,pass,ocd-organization/ca38ad9c-c3d5-4c4f-bc2f-d885218ed802,ocd-bill/109bed00-dc9c-455e-93c4-5a2a00334061,,Massachusetts,194th
ocd-vote/0da0a142-5dd2-45b0-8242-a9c77578b8ee,,Passing the bill to be engrossed,['passage'],2026-03-19,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/e4bd1457-afbc-482b-9be7-ec2632e9e725,,Massachusetts,194th
ocd-vote/ccb4035b-fa7c-4123-9b05-41d2b6bf8b4c,,Passing the,[],2026-03-19,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/da7b934a-b53f-47b3-8a42-fea5d3e21916,,Massachusetts,194th
ocd-vote/88e7521d-7df4-4efc-a182-969ab882e2cd,,Passing the bill to be engrossed,['passage'],2026-04-01,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/bf15d1f8-5095-4038-ab45-0f5c692f14bc,,Massachusetts,194th
ocd-vote/93fc14cc-f699-4e77-8572-9e52d67407a3,,Adoption of the amendment,['amendment'],2026-04-01,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/bf15d1f8-5095-4038-ab45-0f5c692f14bc,,Massachusetts,194th
ocd-vote/ce215566-1a4c-42a0-87f4-3f849846fcd6,,Adoption of the amendment,['amendment'],2026-04-01,pass,ocd-organization/1a75ab3a-669b-43fe-ac8d-31a2d6923d9a,ocd-bill/57681bc3-365f-408a-b14c-4e72b3f620f6,,Massachusetts,194th
